Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Dataset heuristic,DUDETCvDBSLogAUC,DUDE target count versus differential best sampling logAUC,Figure,4B,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Coleman, Ryan G.; Carchia, Michael; Sterling, Teague; Irwin, John J.; Shoichet, Brian K.",Ligand Pose and Orientational Sampling in Molecular Docking,PLoS ONE,10.1371/journal.pone.0075992,,,,,,,
Dataset heuristic,PLFvPDF,Percent ligands found versus percent decoys found,Figure,5C,,Nonstructural,Computational,,,,Ligand,,,,1,0,0,,0,,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,journalArticle,2013,"Coleman, Ryan G.; Carchia, Michael; Sterling, Teague; Irwin, John J.; Shoichet, Brian K.",Ligand Pose and Orientational Sampling in Molecular Docking,PLoS ONE,10.1371/journal.pone.0075992,,,,,,,10000000
Dataset heuristic,CSvPC,Channel sum versus property count for some set of properties,Figure,5,,Math,Computational,,,,Ligand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,GCPD,Generated compound property distribution,Figure,6,,Math,Computational,,,,Ligand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,IntDiv(S),Internal diversity,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,TS,Tanimoto similarity,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,AUC,Area under the ROC curve,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,EUQ,Enrichment in upper quantiles,Table,2,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Skalic, Miha; Sabbadin, Davide; Sattarov, Boris; Sciabola, Simone; De Fabritiis, Gianni",From Target to Drug: Generative Modeling for the Multimodal Structure-Based Ligand Design,Molecular Pharmaceutics,10.1021/acs.molpharmaceut.9b00634,,,,,,,
Dataset heuristic,PCCA+,Perron cluster−cluster analysis plus,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Witek, Jagna; Keller, Bettina G.; Blatter, Markus; Meissner, Axel; Wagner, Trixie; Riniker, Sereina",Kinetic Models of Cyclosporin A in Polar and Apolar Environments Reveal Multiple Congruent Conformational States,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00251,,,,,,,
Dataset heuristic,ROCAUC,Receiver operating characteristic area under the curve,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,
Dataset heuristic,SemiLogROCAUC,Semilog ROCAUC,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,
Dataset heuristic,EF,Enrichment factor,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,
Dataset heuristic,RT,Retrieval rate,Figure,5,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Stiefl, Nikolaus; Watson, Ian A.; Baumann, Knut; Zaliani, Andrea",ErG:  2D Pharmacophore Descriptions for Scaffold Hopping,Journal of Chemical Information and Modeling,10.1021/ci050457y,,,,,,,
Dataset heuristic,CSSMS,Common substructure of a molecule set,Figure,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Stiefl, Nikolaus; Watson, Ian A.; Baumann, Knut; Zaliani, Andrea",ErG:  2D Pharmacophore Descriptions for Scaffold Hopping,Journal of Chemical Information and Modeling,10.1021/ci050457y,,,,,,,
Dataset heuristic,PCARR,Percent change in average retrieval rate,Figure,7,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Stiefl, Nikolaus; Watson, Ian A.; Baumann, Knut; Zaliani, Andrea",ErG:  2D Pharmacophore Descriptions for Scaffold Hopping,Journal of Chemical Information and Modeling,10.1021/ci050457y,,,,,,,
Dataset heuristic,dRT1%,,Figure,8,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Stiefl, Nikolaus; Watson, Ian A.; Baumann, Knut; Zaliani, Andrea",ErG:  2D Pharmacophore Descriptions for Scaffold Hopping,Journal of Chemical Information and Modeling,10.1021/ci050457y,,,,,,,
Dataset heuristic,IED,Interaction energy distribution,Figure,1d,,Dynamic,Computational,,,,Ligand,,,,1,0,1,,1,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Li, Ying; Li, Hui; Chan, Maria K Y; Sankaranarayanan, Subramanian; Rouxb, Benoît",Methodology of Parameterization of Molecular Mechanics Force Field From Quantum Chemistry Calculations using Genetic Algorithm: A case study of methanol,,,,,,,,,1011101
Dataset heuristic,nConf20vRBC,nConf20 versus rotatable bond count,Figure,2,,Dynamic,Computational,,,,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Wicker, Jerome G.P.; Cooper, Richard I.",Beyond Rotatable Bond Counts: Capturing 3D Conformational Flexibility in a Single Descriptor,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00565,,,,,,,
Dataset heuristic,HistnConf20,Histogram of nConf20 values,Figure,3,,Dynamic,Computational,,,,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Wicker, Jerome G.P.; Cooper, Richard I.",Beyond Rotatable Bond Counts: Capturing 3D Conformational Flexibility in a Single Descriptor,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00565,,,,,,,
Dataset heuristic,HistRBC,Histogram of rotatable bond counts,Figure,4,,Dynamic,Computational,,,,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Wicker, Jerome G.P.; Cooper, Richard I.",Beyond Rotatable Bond Counts: Capturing 3D Conformational Flexibility in a Single Descriptor,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00565,,,,,,,
Dataset heuristic,SSvEM,Stokes shift versus emission maximum,Figure,4,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2007,"Zhang, Luyuan; Wang, Lijuan; Kao, Ya-Ting; Qiu, Weihong; Yang, Yi; Okobiah, Oghaghare; Zhong, Dongping",Mapping hydration dynamics around a protein surface,Proceedings of the National Academy of Sciences,10.1073/pnas.0707647104,,,,,,,
Dataset heuristic,SeqAlign,Sequence alignment,Figure,1B,,,Computational,,,,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Filter,LPF,Low-pass filter,Figure,1A,,Structural,Computational,,,,Atom,,,Local,0,1,0,1,0,0,0,0,1,0,,,,,,0,,0,0,0,0,0,,,1,1,,,,,,,,,,--,0,,,,,,,,,,,,,,report,2020,"Matsumoto, Shigeyuki; Ishida, Shoichi; Araki, Mitsugu; Kato, Takayuki; Terayama, Kei; Okuno, Yasushi",Extraction of Protein Dynamics Information Hidden in Cryogenic Electron Microscopy Maps Using Deep Learning,,,,,,,,,010100001000000011
Loss function,L2 norm,L2 Norm,,,,Math,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,,,,,,,,,,COMMON KNOWLEDGE,,,,,,,,,,0010
Loss function,RMSD,Root-mean-square deviation,,,,Math,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMON KNOWLEDGE,,,,,,,,,,
Meta-feature,TF,Tensor field,,,,All,Computational,Both,,,Atom,,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Thomas, Nathaniel; Smidt, Tess; Kearnes, Steven; Yang, Lusann; Li, Li; Kohlhoff, Kai; Riley, Patrick",Tensor field networks: Rotation- and translation-equivariant neural networks for 3D point clouds,arXiv:1802.08219 [cs],,,,,,,,
Meta-feature,GSS,Grouped secondary structure,,,,All,Computational,,,,Secondary structure elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhang, Hua; Shan, Guogen; Yang, Bailin",Optimized elastic network models with direct characterization of inter-residue cooperativity for protein dynamics,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/TCBB.2020.3023147,,,,,,,
Meta-feature,AGCF,Atomwise gradient of chemical features,,,,All,Computational,,,,Atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Ding, Qingyang; Hou, Siyu; Zu, Songpeng; Zhang, Yonghui; Li, Shao",VISAR: an interactive tool for dissecting chemical features learned by deep neural network QSAR models,Bioinformatics,10.1093/bioinformatics/btaa187,,,,,,,
Meta-feature,SCS,Signed contributor substructures,,,,All,Computational,,,,Atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Ding, Qingyang; Hou, Siyu; Zu, Songpeng; Zhang, Yonghui; Li, Shao",VISAR: an interactive tool for dissecting chemical features learned by deep neural network QSAR models,Bioinformatics,10.1093/bioinformatics/btaa187,,,,,,,
Partition,ASel,Atom selection,,,,All,Computational,,,,Atom,Multiple,Tensor,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,journalArticle,2016,"Witek, Jagna; Keller, Bettina G.; Blatter, Markus; Meissner, Axel; Wagner, Trixie; Riniker, Sereina",Kinetic Models of Cyclosporin A in Polar and Apolar Environments Reveal Multiple Congruent Conformational States,Journal of Chemical Information and Modeling,10.1021/acs.jcim.6b00251,,,,,,,00000010
Performance metric,RvA,Rank versus approach,Figure,4a,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Faisal, Fazle E.; Newaz, Khalique; Chaney, Julie L.; Li, Jun; Emrich, Scott J.; Clark, Patricia L.; Milenković, Tijana",GRAFENE: Graphlet-based alignment-free network approach integrates 3D structural and sequence (residue order) data to improve protein structural comparison,Scientific Reports,10.1038/s41598-017-14411-y,,,,,,,
Performance metric,AUPRvA,AUPR versus approach,Figure,4b,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Faisal, Fazle E.; Newaz, Khalique; Chaney, Julie L.; Li, Jun; Emrich, Scott J.; Clark, Patricia L.; Milenković, Tijana",GRAFENE: Graphlet-based alignment-free network approach integrates 3D structural and sequence (residue order) data to improve protein structural comparison,Scientific Reports,10.1038/s41598-017-14411-y,,,,,,,
Performance metric,BAR,Bennett Acceptance Ratio,,,,Math,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Ding, Xinqiang; Zhang, Bin",Computing Absolute Free Energy with Deep Generative Models,The Journal of Physical Chemistry B,10.1021/acs.jpcb.0c08645,,,,,,,
Performance metric,BEDROC,Boltzmann-enhanced discrimination of receiver operating characteristic,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,
Performance metric,SRD,Sum of ranking differences,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,
Performance metric,AUC,Area under the ROC curve,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,
Performance metric,AP,Average precision,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,
Performance metric,PvR,Performance versus recall,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,
Performance metric,Fmax,Fmax score,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,
Performance metric,AUPR,AUPR score,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,
Performance metric,ROC-curve_TPRvFPR,Receiver operating characteristic curve: True positive rate versus false positive rate,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,
Performance metric,Kcc’,Matrix describing ability of model to control output based on conditional code c,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Performance metric,EOR,Enrichment over random,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Performance metric,Reprod,Rate of molecule re-production,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Performance metric,SD,Sample diversity,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Li, Yibo; Zhang, Liangren; Liu, Zhenming",Multi-objective de novo drug design with conditional graph generative model,Journal of Cheminformatics,10.1186/s13321-018-0287-6,,,,,,,
Performance metric,AUC,Area under the ROC curve,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Performance metric,LogAUC,Logarithm of the area under the ROC curve,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wallach, Izhar; Dzamba, Michael; Heifets, Abraham",AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery,,,,,,,,,
Performance metric,SENS,Sensitivity,Page,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,
Performance metric,SPEC,Specificity,Page,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,
Performance metric,ACC,Accuracy,Page,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,
Performance metric,AVNAB,Acceleration versus number of active bonds,Figure,1,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Alhossary, Amr; Handoko, Stephanus Daniel; Mu, Yuguang; Kwoh, Chee Keong","Fast, accurate, and reliable molecular docking with QuickVina 2",Bioinformatics,10.1093/bioinformatics/btv082,,,,,,,
Performance metric,DeepBAR,Bennett Acceptance Ratio,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Ding, Xinqiang; Zhang, Bin",DeepBAR: A Fast and Exact Method for Binding Free Energy Computation,The Journal of Physical Chemistry Letters,10.1021/acs.jpclett.1c00189,,,,,,,
Performance metric,ILME,Information loss due to mapping entropy to determine most informative atomic motions,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Errica, Federico; Giulini, Marco; Bacciu, Davide; Menichetti, Roberto; Micheli, Alessio; Potestio, Raffaello",Accelerating the identification of informative reduced representations of proteins with deep learning for graphs,"arXiv:2007.08658 [cond-mat, physics:physics, stat]",,,,,,,,
Performance metric,R,R-value,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,
Performance metric,PCC,Pearson correlation coefficient,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,
Performance metric,LLE,Ligand-lipophilicity efficiency,,,,,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,
Performance metric,LLEAT,Astex therapeutics LLE,,,,,Experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,
Perspective,K_D/K_A,,,,,Nonstructural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Bernetti, M.; Cavalli, A.; Mollica, L.",Protein–ligand (un)binding kinetics as a new paradigm for drug discovery at the crossroad between experiments and modelling,MedChemComm,10/gg883f,,,,,,,
Process,DeepDTA_Docking,Applies DeepDTA for an initial filter step and a then uses molecular docking,,,,Structural,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,report,2020,"Anwar, Muhammad Umer; Adnan, Farjad; Abro, Asma; Khan, Muhammad Rayyan; Rehman, Asad Ur; Osama, Muhammad; Javed, Saad; Baig, Ahmadullah; Shabbir, Muhammad Raffey; Assir, Muhammad Zaman",Combined Deep Learning and Molecular Docking Simulations Approach Identifies Potentially Effective FDA Approved Drugs for Repurposing Against SARS-CoV-2,,,,,,,,,
Process,SCRB,Sidechain rebuilder,,,,Structural,,,,,,,,,0,1,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Heo, L.; Park, H.; Seok, C.",GalaxyRefine: protein structure refinement driven by side-chain repacking,Nucleic Acids Research,10.1093/nar/gkt458,,,,,,,01000
Process,GALAXYREFINE,GALAXYREFINE method for structural prediction,,,,Structural,,,,,,,,,0,1,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://galaxy.seoklab.org/refine,,,journalArticle,2013,"Heo, L.; Park, H.; Seok, C.",GalaxyRefine: protein structure refinement driven by side-chain repacking,Nucleic Acids Research,10.1093/nar/gkt458,,,,,,,01000
Process,SCRP,Sidechain repacking,,,,Structural,,,,,,,,,0,1,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Heo, L.; Park, H.; Seok, C.",GalaxyRefine: protein structure refinement driven by side-chain repacking,Nucleic Acids Research,10.1093/nar/gkt458,,,,,,,01000
Process,CP,Circular permutation,,,,Structural,Both,,,,,,,,0,1,0,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2011,"Yu, Ying; Lutz, Stefan",Circular permutation: A different way to engineer enzyme structure and function,Trends in Biotechnology,10.1016/j.tibtech.2010.10.004,,,,,,,010000
