Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,IndexInvar,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LC50,The lethal concentration required to kill 50% of the population,,,,Nonstructural,Computational,Ligand,,,Molecule,,Continuous,Global,1,0,0,,0,,0,0,,1,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LD50,The lethal dose at which 50% of the population if killed in a given period of time,,,,Nonstructural,Computational,Ligand,,,Molecule,,Continuous,Global,1,0,0,,0,,0,0,,1,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,IGC50,The dose which causes 50% inhibition of the growth constant,,,,Nonstructural,Computational,Ligand,,,Molecule,,Continuous,Global,1,0,0,,0,,0,0,,1,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LC50-DM,Acute toxicity,,,,Nonstructural,Computational,Molecule,,,Molecule,,Continuous,Global,1,0,0,,0,,0,0,,1,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RO3,Rule-of-three,,,,Nonstructural,Computational,Molecule,,,Molecule,,Vector,Global,1,0,0,,0,,0,0,,0,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,NROT,Number of rotatable bonds,,,,Nonstructural,Computational,Molecule,,,Molecule,,Discrete,Global,1,0,1,,0,,0,0,,0,,,,,,0,,,,,,,,,,0,1,0,0,0,0,0,1,1,,,0,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PSA,Polar surface area,,,,Nonstructural,Computational,Molecule,,,Molecule,,Continuous,Global,1,0,0,,0,,0,0,,0,,,,,,1,,,,,,,,,,1,1,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,DotPdt,Dot product between two vectors,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1,0,0,0,1,0,1,0,,,,,,,,,,1,,,,,,,,,,COMMON KNOWLEDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,CrossPdt,Cross product between two vectors,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0,0,0,0,1,1,1,0,,,,,,,,,,n/2,,,,,,,,,,COMMON KNOWLEDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,FFT,Fast Fourier Transform (klm ↔ xyz),,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,1,1,1,1,1,1,0,,,,,,,,,,1,,,,,,,,journalArticle,1942,"Danielson, G.C.; Lanczos, C.",Some improvements in practical Fourier analysis and their application to x-ray scattering from liquids - ScienceDirect,Journal of the Franklin Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,VAELoss,Allows loss function to be calculated between 2D matrix representation of generated structures using a VAE,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,1,,,,,,,,journalArticle,2020,"Eguchi, Raphael R.; Anand, Namrata; Choe, Christian A.; Huang, Po-Ssu",IG-VAE: Generative Modeling of Immunoglobulin Proteins by Direct 3D Coordinate Generation,bioRxiv,10.1101/2020.08.07.242347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,ENCORE_KDE,kernel density estimation,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Tiberti, Matteo; Papaleo, Elena; Bengtsen, Tone; Boomsma, Wouter; Lindorff-Larsen, Kresten",ENCORE: Software for Quantitative Ensemble Comparison,PLOS Computational Biology,10.1371/journal.pcbi.1004415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,ESI,Edge Similarity Index Quantifies extent of similarity between any two edges in a network,,,,Math,Computational,Molecule,,,,,Graph,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Meghanathan, Natarajan",Edge Similarity Index for Complex Network Analysis,International Journal of Combinatorial Optimization Problems and Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,BC,Betweenness centrality,,,,Math,Computational,Molecule,,,,,Graph,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Meghanathan, Natarajan",Edge Similarity Index for Complex Network Analysis,International Journal of Combinatorial Optimization Problems and Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,EC,Edge centrality,,,,Math,Computational,Molecule,,,,,Graph,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Meghanathan, Natarajan",Edge Similarity Index for Complex Network Analysis,International Journal of Combinatorial Optimization Problems and Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,EVC,Eigenvector centrality,,,,Math,Computational,Molecule,,,,,Graph,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Meghanathan, Natarajan",Edge Similarity Index for Complex Network Analysis,International Journal of Combinatorial Optimization Problems and Informatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Grad,Vector field gradient,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhao, Rundong; Wang, Menglun; Chen, Jiahui; Tong, Yiying; Wei, Guo-Wei",The de Rham–Hodge Analysis and Modeling of Biomolecules,Bulletin of Mathematical Biology,10.1007/s11538-020-00783-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Curl,Vector field curl,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhao, Rundong; Wang, Menglun; Chen, Jiahui; Tong, Yiying; Wei, Guo-Wei",The de Rham–Hodge Analysis and Modeling of Biomolecules,Bulletin of Mathematical Biology,10.1007/s11538-020-00783-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Div,Vector field divergence,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhao, Rundong; Wang, Menglun; Chen, Jiahui; Tong, Yiying; Wei, Guo-Wei",The de Rham–Hodge Analysis and Modeling of Biomolecules,Bulletin of Mathematical Biology,10.1007/s11538-020-00783-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,BFD,Biological field decomposition,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhao, Rundong; Wang, Menglun; Chen, Jiahui; Tong, Yiying; Wei, Guo-Wei",The de Rham–Hodge Analysis and Modeling of Biomolecules,Bulletin of Mathematical Biology,10.1007/s11538-020-00783-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RRI_PC,Rigorously rotation-invariant point cloud representation,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2019,"Chen, Chao; Li, Guanbin; Xu, Ruijia; Chen, Tianshui; Wang, Meng; Lin, Liang",ClusterNet: Deep Hierarchical Cluster Network With Rigorously Rotation-Invariant Representation for Point Cloud Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,MHA,Multi-hop assortativities. Tool for network classification.,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gomez, Leonardo Gutierrez; Delvenne, Jean-Charles",Multi-hop assortativities for networks classification,Journal of Complex Networks,10.1093/comnet/cny034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Ripser,Persistent homology,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Tralie, Christopher; Saul, Nathaniel; Bar-On, Rann",Ripser.py: A Lean Persistent Homology Library for Python,Journal of Open Source Software,10.21105/joss.00925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PD,Persistence diagrams,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Obayashi, Ippei; Hiraoka, Yasuaki",Persistence Diagrams with Linear Machine Learning Models,"arXiv:1706.10082 [cs, math]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PHI,Persistent homology images,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Adams, Henry; Emerson, Tegan; Kirby, Michael; Neville, Rachel; Peterson, Chris; Shipman, Patrick; Chepushtanova, Sofya; Hanson, Eric; Motta, Francis; Ziegelmeier, Lori",Persistence Images: A Stable Vector Representation of Persistent Homology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SWK_PD,Sliced Wasserstein Kernel for persistent homology,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Carrière, Mathieu; Cuturi, Marco; Oudot, Steve",Sliced Wasserstein Kernel for Persistence Diagrams,"arXiv:1706.03358 [cs, math, stat]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RANSAC,RANSAC algorithm,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Li, Lin; Yang, Fan; Zhu, Haihong; Li, Dalin; Li, You; Tang, Lei",An Improved RANSAC for 3D Point Cloud Plane Segmentation Based on Normal Distribution Transformation Cells,Remote Sensing,10.3390/rs9050433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,MGHF,Mesoscale graph homological features,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Sizemore, Ann; Giusti, Chad; Bassett, Danielle",Classification of weighted networks through mesoscale homological features,"arXiv:1512.06457 [cs, math]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,IN,Interaction network,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Battaglia, Peter W.; Pascanu, Razvan; Lai, Matthew; Rezende, Danilo; Kavukcuoglu, Koray","Interaction Networks for Learning about Objects, Relations and Physics",arXiv:1612.00222 [cs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PH,Persistent homology,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Donato, Irene; Gori, Matteo; Pettini, Marco; Petri, Giovanni; De Nigris, Sarah; Franzosi, Roberto; Vaccarino, Francesco",Persistent homology analysis of phase transitions,Physical Review E,10.1103/PhysRevE.93.052138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,3DPCR,3D point cloud registration,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Yang, Jiaqi; Cao, Zhiguo; Zhang, Qian",A fast and robust local descriptor for 3D point cloud registration,Information Sciences,10.1016/j.ins.2016.01.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,QPCNE,Quality point cloud normal estimation,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Liu, Xiuping; Zhang, Jie; Cao, Junjie; Li, Bo; Liu, Ligang",Quality point cloud normal estimation by guided least squares representation,Computers & Graphics,10.1016/j.cag.2015.05.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,HT_NPCE,Homogeneous transformation for non-cooperative pose estimation,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Lim, Tae W.",Point cloud modeling using the homogeneous transformation for non-cooperative pose estimation,Acta Astronautica,10.1016/j.actaastro.2015.02.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PC_BGT,Point cloud blade geometry transformation,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2014,"Shablii, L. S.; Dmitrieva, I. B.",Blade geometry transformation in optimization problems from the point cloud to the parametric form,Russian Aeronautics (Iz VUZ),10.3103/S1068799814030106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PCH,Persistent cohomology,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2011,"de Silva, Vin; Morozov, Dmitriy; Vejdemo-Johansson, Mikael",Persistent Cohomology and Circular Coordinates,Discrete & Computational Geometry,10.1007/s00454-011-9344-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PD,Persistence diagrams,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2007,"Cohen-Steiner, David; Edelsbrunner, Herbert; Harer, John",Stability of Persistence Diagrams,Discrete & Computational Geometry,10.1007/s00454-006-1276-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,TBSF,Trivariate B-spline functions,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Soldea, O.; Elber, G.; Rivlin, E.",Global segmentation and curvature analysis of volumetric data sets using trivariate B-spline functions,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2006.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PH,Persistent homology,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2005,"Zomorodian, Afra; Carlsson, Gunnar",Computing Persistent Homology,Discrete & Computational Geometry,10.1007/s00454-004-1146-y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PB,Persistence barcodes,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2004,"Carlsson, Gunnar; Zomorodian, Afra; Collins, Anne; Guibas, Leonidas",Persistence Barcodes for Shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Sfs,Size functions,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1993,"Verri, A.; Uras, C.; Frosini, P.; Ferri, M.",On the use of size functions for shape analysis,Biological Cybernetics,10.1007/BF00200823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,VSR,Vector set rotation,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1978,"Kabsch, W.",A discussion of the solution for the best rotation to relate two sets of vectors,"Acta Crystallographica Section A: Crystal Physics, Diffraction, Theoretical and General Crystallography",10.1107/S0567739478001680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,TRB,Tensor rank bounds,,,,Math,Computational,Molecule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Marcati, C; Rakhuba, M; Schwab, Ch",Tensor Rank bounds for Point Singularities in R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,MO,Mode overlap,,,,Math,Computational,Molecule,,,,,,,0,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhang, Hua; Shan, Guogen; Yang, Bailin",Optimized elastic network models with direct characterization of inter-residue cooperativity for protein dynamics,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/TCBB.2020.3023147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PCC,Pearson correlation coefficient,Equation,3,,Math,Computational,,,,,,,,0,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhang, Hua; Shan, Guogen; Yang, Bailin",Optimized elastic network models with direct characterization of inter-residue cooperativity for protein dynamics,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/TCBB.2020.3023147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,NAvR,"Network activation versus residue, or residue-level activation map (RLAM)",,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SIC,Shannon information content,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,NNScore,NNscore,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Rfscore,Rfscore,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,tSNE,T-distributed stochastic neighbor embedding,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LSC,Lipschitz constant,Equation,3,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Asgari, Ehsaneddin; Mofrad, Mohammad R. K.",ProtVec: A Continuous Distributed Representation of Biological Sequences,"PLoS ONE 10(11): e0141287, 2015",10.1371/journal.pone.0141287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD,Average deviation,Table,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Vanommeslaeghe, K.; Hatcher, E.; Acharya, C.; Kundu, S.; Zhong, S.; Shim, J.; Darian, E.; Guvench, O.; Lopes, P.; Vorobyov, I.; Mackerell, A. D.",CHARMM general force field: A force field for drug-like molecules compatible with the CHARMM all-atom additive biological force fields,Journal of Computational Chemistry,10.1002/jcc.21367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AAD,Absolute average deviation,Table,6,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Vanommeslaeghe, K.; Hatcher, E.; Acharya, C.; Kundu, S.; Zhong, S.; Shim, J.; Darian, E.; Guvench, O.; Lopes, P.; Vorobyov, I.; Mackerell, A. D.",CHARMM general force field: A force field for drug-like molecules compatible with the CHARMM all-atom additive biological force fields,Journal of Computational Chemistry,10.1002/jcc.21367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,JKVHV,Joint kernel for hidden and visible variables,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2002,"Tsuda, Koji; Kin, Taishin; Asai, Kiyoshi",Marginalized kernels for biological sequences.,"Bioinformatics (Oxford, England)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,CMPM,Cell multipole method,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1998,"Sugita, Yuji; Kitao, Akio","Improved protein free energy calculation by more accurate treatment of nonbonded energy: Application to chymotrypsin inhibitor 2, V57A","Proteins: Structure, Function and Genetics",10.1002/(SICI)1097-0134(19980301)30:4<388::AID-PROT6>3.0.CO,2-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PCV,Pooled coefficient of variation,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1997,"Diederichs, Kay; Karplus, P Andrew",Improved R-factors for diffraction data analysis in macromolecular crystallography,Nature Structural Biology,10.1038/nsb0497-269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AR,Acceptable rate,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gao, Kaifu; Nguyen, Duc Duy; Sresht, Vishnu; Mathiowetz, Alan M.; Tu, Meihua; Wei, Guo-Wei",Are 2D fingerprints still valuable for drug discovery?,,10.1039/D0CP00305K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,NPD,Network portrait divergence,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bagrow, James P.; Bollt, Erik M.","An information-theoretic, all-scales approach to comparing networks",Applied Network Science,10.1007/s41109-019-0156-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SN,Supernode constructed from adjacent nodes’ graph features,,,,Graph,Computational,Protein,,,Molecule,Multiple,Node,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Ishiguro, Katsuhiko; Maeda, Shin-ichi; Koyama, Masanori",Graph Warp Module: an Auxiliary Module for Boosting the Power of Graph Neural Networks in Molecular Graph Analysis,"arXiv:1902.01020 [cs, stat]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
